client_id,nom_complet,type_compte,solde,plafond,decouvert_autorise,montant_verse_mensuel,montant_preleve_mensuel,nombre_transactions,date_ouverture,statut_client,note_rentabilite,segment,score_risque
C0411,Erin Clark,Courant,1443549.09,1027474.81,Oui,9100007.31,4573196.09,32,2022-03-14,Actif,55,Standard,0.46
C0412,Laura Avery,Crédit,-2159647.77,7674645.59,Non,8060718.25,6768065.21,61,2024-08-17,Actif,24,Standard,0.22
C0413,Christine Hall,Crédit,-1677971.85,6712697.27,Non,1904877.06,6007487.02,42,2023-10-27,Actif,77,Standard,0.14
C0414,Patricia Diaz,Épargne,2347524.56,18469328.24,Non,5274240.94,5672867.35,87,2015-05-16,Actif,25,Standard,0.03
C0415,Natalie Padilla,Courant,617084.14,707552.3,Non,7394774.29,6862867.1,45,2023-05-23,Actif,11,Standard,0.15
C0416,Stacey Moore,Courant,31121.9,767624.14,Oui,1126142.4,6744749.56,93,2023-02-10,Actif,70,Standard,0.37
C0417,Dr. Douglas Washington,Épargne,1529452.01,17415127.92,Non,7411684.87,6322731.61,8,2024-11-25,Actif,92,Standard,0.33
C0418,Shannon Watts,Crédit,-2502019.27,9357371.93,Non,7400497.92,2484829.7,13,2016-06-17,Actif,37,Standard,0.15
C0419,Lori Murphy,Crédit,-4015275.11,2496297.97,Non,3828387.18,4956694.11,3,2025-01-14,Actif,18,Inactif,0.62
C0420,James Miller,Crédit,-2379550.3,6610416.09,Non,6044568.25,3943797.65,7,2024-04-29,Actif,52,Standard,0.13
C0421,Olivia Collins,Crédit,-3165123.74,7749583.14,Non,8060912.67,1137919.07,93,2021-12-03,Risqué,87,Standard,0.21
C0422,Thomas Hart,Épargne,6533759.84,9739957.12,Non,8529513.29,375424.86,5,2017-10-03,Actif,37,Standard,0.56
C0423,Timothy Garcia,Épargne,2718745.4,6592405.3,Non,8382851.57,1956568.62,26,2020-11-27,Actif,51,Standard,0.15
C0424,Yvonne Ramirez,Crédit,-1832575.8,4824581.67,Non,3859687.32,5766651.18,70,2022-10-04,Actif,84,Standard,0.31
C0425,Scott Schmitt,Crédit,-3290213.81,4151788.13,Non,6191334.85,7084223.18,52,2020-11-12,Actif,51,Inactif,0.07
C0426,Joseph Rose,Crédit,-4748644.93,5654884.85,Non,8489405.91,5497137.38,93,2019-12-04,Actif,22,Standard,0.14
C0427,Jesse Vargas,Épargne,1809062.37,12729577.82,Non,1068552.49,6026577.76,1,2017-05-20,Actif,27,Standard,0.11
C0428,Kelly Perry,Crédit,-1678086.86,1316936.56,Non,7474487.4,6426204.25,14,2015-05-16,Inactif,4,VIP,0.09
C0429,Olivia Hawkins,Épargne,11148724.79,11035595.76,Non,3015168.23,5022550.58,99,2018-11-23,Inactif,64,Standard,0.4
C0430,Derek Brown,Courant,409129.07,1770904.11,Non,2099756.5,7619160.43,93,2020-12-22,Inactif,67,Inactif,0.12
C0431,Lucas Ward,Épargne,2668953.6,14518347.02,Non,6230803.91,1009935.76,97,2016-07-15,Risqué,76,Standard,0.15
C0432,Jasmine Leach,Épargne,1777083.84,14412018.48,Non,9240465.13,7980269.14,42,2019-04-12,Inactif,37,Standard,0.1
C0433,Kevin Bryan,Épargne,1982439.31,8585218.02,Non,6307285.33,5141026.94,52,2015-10-27,Actif,34,Standard,0.04
C0434,Samuel Smith,Courant,1077499.63,700016.7,Non,2463315.55,2368962.93,79,2019-03-10,Actif,68,Standard,0.63
C0435,Jessica Lee PhD,Épargne,5669262.68,15110568.01,Non,215771.69,2744610.96,22,2024-08-27,Actif,48,Standard,0.41
C0436,Amber Reed,Crédit,-1933040.1,8176549.22,Non,5104089.48,6015129.67,47,2018-07-18,Actif,97,Inactif,0.04
C0437,Maria King,Épargne,7080199.12,9424187.36,Non,4780862.88,6067574.89,85,2021-01-08,Inactif,48,VIP,0.2
C0438,Jacob Wright,Crédit,-2379215.66,2426032.33,Non,668940.66,6590488.23,15,2016-01-12,Actif,78,Standard,0.24
C0439,Jordan Holt,Courant,2995951.6,1959891.32,Oui,2053992.78,125869.66,67,2016-06-25,Actif,65,Standard,0.44
C0440,David Mcdonald,Courant,726573.87,1190533.06,Non,7111229.87,7870507.09,50,2017-04-28,Actif,64,Standard,0.18
C0441,Jessica Martinez,Courant,225489.71,1201580.92,Oui,6078673.31,3455396.81,62,2022-09-24,Actif,49,VIP,0.33
C0442,Tabitha Richardson,Épargne,7809512.35,12154750.89,Non,3922625.76,7105025.06,0,2016-06-08,Inactif,90,Standard,0.33
C0443,Tina Collins,Crédit,-909791.59,3511074.61,Non,4079437.44,7990403.84,2,2017-08-18,Inactif,98,VIP,0.36
C0444,Tyler Williams,Courant,103078.27,954829.68,Oui,9667256.47,7560423.68,76,2018-03-22,Actif,72,VIP,0.25
C0445,Jason Clark,Courant,829716.25,1174915.51,Oui,6944443.66,5878625.01,38,2016-07-10,Inactif,70,Standard,0.12
C0446,Donald Bennett,Courant,3813847.52,840891.58,Non,5460681.35,5575012.56,17,2018-12-29,Actif,82,Standard,0.32
C0447,Lee Phillips,Courant,1405379.91,1020438.43,Oui,4346480.6,6265149.62,23,2021-12-14,Actif,34,Standard,0.49
C0448,Gabriel Aguilar,Épargne,151185.85,5136305.52,Non,6500560.4,4113195.88,17,2023-09-26,Inactif,31,Standard,0.25
C0449,Justin Jones,Crédit,-908374.83,6247951.82,Non,7194241.07,3007746.36,17,2019-06-24,Actif,58,Standard,0.17
C0450,Anna Smith,Épargne,2748916.91,18433336.11,Non,9667891.1,3575340.87,75,2019-01-14,Actif,77,Standard,0.11
C0451,Yvonne Moon,Épargne,3428806.09,9734498.23,Non,4935646.64,2599831.98,49,2015-09-17,Actif,11,Standard,0.17
C0452,Kevin Mann,Courant,375016.65,1244064.09,Oui,127278.09,3962131.48,44,2022-08-11,Inactif,33,Inactif,0.44
C0453,Mark Johnson,Épargne,8615286.96,7006672.17,Non,9535406.32,627691.42,75,2022-11-06,Actif,16,Standard,0.11
C0454,Rachel Randall,Épargne,3729204.25,15560471.79,Non,2213656.68,2965097.09,23,2021-04-28,Inactif,23,Inactif,0.15
C0455,Jerry Ferguson,Crédit,-1107170.4,7999551.19,Non,8590313.24,6766669.48,26,2020-01-26,Actif,35,Standard,0.32
C0456,Craig Wright,Crédit,-3220282.9,7896209.25,Non,3075741.63,6502434.76,98,2022-04-12,Inactif,11,Standard,0.08
C0457,Kristina Tanner,Courant,2724909.5,734543.21,Non,7530391.73,4567735.5,44,2019-06-04,Actif,4,Standard,0.12
C0458,Andrew Callahan,Crédit,-1560840.73,5043413.43,Non,2999626.63,7440714.38,62,2021-01-03,Actif,56,VIP,0.48
C0459,Cynthia Miller,Épargne,6445873.36,7453306.92,Non,3076032.3,4987795.28,37,2021-03-28,Inactif,85,Standard,0.19
C0460,David Smith,Épargne,7423869.65,8777101.49,Non,8246276.56,727883.32,36,2019-12-02,Actif,94,Standard,0.2
C0461,Brian Simmons,Courant,562320.2,1232813.7,Non,5265752.9,5352136.57,79,2016-10-23,Actif,91,Inactif,0.23
C0462,David Rodriguez,Épargne,3781272.65,10775870.84,Non,9432678.7,4902489.68,14,2017-04-01,Actif,47,VIP,0.13
C0463,Abigail Ross,Épargne,927447.38,19965083.95,Non,2672337.22,2269087.24,10,2020-03-08,Actif,57,VIP,0.33
C0464,Alexis Lawson,Épargne,5817707.35,18189866.95,Non,5166558.76,4336569.08,27,2023-08-24,Risqué,24,Standard,0.19
C0465,Adam Oliver,Crédit,-1882785.43,6334264.6,Non,8259101.43,6873726.93,33,2019-08-27,Actif,60,Inactif,0.31
C0466,Rebecca Mcdonald,Crédit,-3038936.76,7745910.08,Non,7010365.86,2490102.03,25,2019-10-19,Actif,14,Standard,0.25
C0467,Darlene Taylor,Crédit,-2264584.54,5041339.84,Non,4620071.7,661905.0,53,2019-10-24,Inactif,89,Standard,0.47
C0468,Stephanie Campos,Crédit,-643064.43,1916908.88,Non,9115648.99,6573034.66,63,2022-05-14,Inactif,7,Inactif,0.24
C0469,James Lopez,Crédit,-23653.98,7809818.94,Non,5845229.02,1533391.27,83,2017-04-22,Actif,36,VIP,0.41
C0470,Emily Goodman,Courant,2321181.81,990108.34,Oui,3528663.27,4790954.66,87,2024-06-10,Risqué,28,Standard,0.19
C0471,Ross Jordan,Épargne,6561139.18,8088229.82,Non,3557186.42,1052575.63,45,2023-02-28,Actif,72,Inactif,0.25
C0472,Stephanie Callahan,Épargne,5969556.45,14274275.32,Non,7825547.78,5641053.96,86,2020-03-16,Inactif,21,Standard,0.36
C0473,David Sutton,Épargne,894910.72,19369566.0,Non,382564.55,4659353.11,2,2018-11-20,Inactif,74,Standard,0.18
C0474,Karen Johnston,Courant,7946.94,1630580.26,Oui,2571125.02,7165858.65,14,2020-11-20,Actif,10,Inactif,0.34
C0475,Paul Wright,Crédit,-1708478.69,2770005.09,Non,9475634.99,1684690.83,70,2015-06-01,Actif,19,Standard,0.25
C0476,Hannah Lawson,Crédit,-1426660.16,2294811.7,Non,1091371.38,3412401.17,64,2017-05-28,Actif,50,VIP,0.27
C0477,Elizabeth Obrien,Épargne,8222999.01,13059135.11,Non,6787386.42,5477235.66,46,2025-02-17,Actif,53,VIP,0.72
C0478,Brenda Brown,Crédit,-948447.31,1061566.73,Non,4696827.77,5500931.41,57,2022-05-09,Actif,50,Standard,0.18
C0479,Julie Hall,Courant,904364.26,1445952.94,Non,4329920.18,3530232.19,98,2015-11-30,Actif,31,Inactif,0.29
C0480,Michael Gonzalez,Courant,647044.44,1868312.36,Non,6350127.82,5782384.55,14,2017-12-04,Actif,41,VIP,0.33
C0481,Darren Huff,Crédit,-2360164.18,3115281.69,Non,6540197.07,3271317.28,61,2021-05-06,Actif,44,Standard,0.31
C0482,Christopher Thomas,Courant,917357.98,1445262.63,Non,9885480.32,2787248.86,31,2025-03-09,Inactif,66,VIP,0.28
C0483,Mario Cantrell,Crédit,-3165327.42,4080029.72,Non,9814764.18,5055984.58,24,2023-06-05,Inactif,43,VIP,0.43
C0484,Thomas Dawson,Crédit,-1197572.81,5348211.81,Non,678671.81,4908575.11,55,2016-02-22,Actif,88,Standard,0.11
C0485,Daniel Rhodes,Crédit,-982665.15,1309628.88,Non,6367550.81,6878512.18,69,2018-12-29,Inactif,57,Inactif,0.27
C0486,Bruce Thompson,Courant,1257401.25,543201.77,Oui,6455012.07,2253297.6,93,2025-02-02,Actif,29,Standard,0.14
C0487,Ellen Gonzalez,Épargne,8109546.75,7158142.33,Non,135759.08,208784.81,25,2019-10-08,Actif,82,Standard,0.27
C0488,Chad Thomas,Courant,264795.35,1719713.01,Non,5904890.84,1725566.64,4,2016-02-19,Actif,68,Standard,0.46
C0489,Tim Moss,Courant,872309.21,583591.98,Oui,9121692.09,5631556.41,32,2022-01-27,Actif,64,VIP,0.42
C0490,Sara Ho,Épargne,9741625.52,14281204.74,Non,862713.66,1780912.95,57,2016-07-28,Risqué,21,Standard,0.35
C0491,Allen Ward,Épargne,6737048.32,11847632.83,Non,1536890.77,7442987.97,84,2021-02-27,Actif,54,Standard,0.33
C0492,Pamela Williams,Courant,1470351.84,626319.52,Oui,9846530.17,5347938.07,47,2024-11-22,Actif,18,VIP,0.46
C0493,Amy Nelson,Épargne,7078307.1,14217491.9,Non,8930067.48,675082.35,1,2021-07-21,Actif,79,Inactif,0.34
C0494,Margaret Lopez,Épargne,8390659.32,8584965.2,Non,2848781.41,3318461.86,41,2018-06-07,Risqué,79,Inactif,0.23
C0495,Kelsey Lopez,Épargne,7853918.73,7199124.51,Non,1638680.18,6331161.84,24,2021-11-07,Actif,52,Standard,0.23
C0496,Aaron Stanley,Épargne,3123258.09,11005349.4,Non,9474171.71,3281378.61,43,2017-05-15,Actif,44,Standard,0.07
C0497,Thomas Collins,Épargne,5658971.77,19523132.61,Non,1521131.76,7529966.33,68,2023-01-15,Actif,65,Standard,0.06
C0498,Jonathan Clark,Courant,934158.99,1733986.2,Oui,182147.97,4359021.62,92,2021-03-05,Inactif,60,VIP,0.14
C0499,Garrett Jones,Crédit,-2406727.47,2551477.26,Non,8730325.91,4924274.1,24,2017-05-23,Actif,34,Standard,0.24
C0500,Amanda Johnson,Crédit,-2701494.78,8360398.66,Non,9790526.19,4039862.77,87,2019-08-23,Inactif,32,VIP,0.35
C0501,Jeffery Simpson,Courant,1501619.94,693353.88,Non,7213968.19,854266.68,76,2016-01-23,Risqué,95,Standard,0.34
C0502,Katherine Chang,Épargne,7006520.39,18105170.52,Non,1311677.9,6939435.72,89,2017-07-09,Actif,54,Standard,0.44
C0503,Thomas Cruz,Courant,2432811.24,1904244.56,Non,5159502.77,7604719.83,13,2015-05-11,Actif,29,Inactif,0.39
C0504,Mrs. Briana Lopez,Crédit,-1176703.81,8487473.88,Non,4065023.92,2699733.89,60,2018-11-09,Inactif,18,Standard,0.16
C0505,Cathy Butler,Courant,261403.69,1191009.19,Non,3105523.05,329516.04,15,2017-04-28,Inactif,15,Standard,0.16
C0506,Bernard Fox,Courant,731125.56,887340.22,Oui,2472497.09,3689228.67,19,2017-09-22,Inactif,8,Standard,0.29
C0507,Ronald Davis,Courant,866652.41,1612993.09,Non,570177.08,6827714.03,13,2017-07-17,Actif,70,Standard,0.25
C0508,Jason Lane,Courant,464591.04,767779.68,Oui,4955649.75,701410.59,23,2017-04-28,Risqué,90,Standard,0.21
C0509,Courtney Davis,Crédit,-2868772.5,1468213.8,Non,1180778.09,81151.08,62,2021-08-12,Inactif,48,Standard,0.15
C0510,Amy Pace,Courant,242408.66,1063956.83,Non,7575285.46,4340311.22,25,2015-05-23,Actif,83,VIP,0.38
C0511,Sarah Anderson,Courant,1813853.58,662600.56,Oui,8765533.57,6276122.23,54,2016-10-08,Actif,13,Standard,0.18
C0512,Gabriel Elliott,Épargne,6850283.28,5754843.99,Non,675929.39,1539406.99,38,2018-12-26,Actif,9,Standard,0.3
C0513,Jason Johnson,Épargne,2938957.7,8819956.49,Non,4915061.72,3288892.66,34,2021-04-07,Actif,57,Standard,0.13
C0514,Karen Cook,Courant,887768.8,1828339.17,Non,149603.59,7065153.03,11,2015-11-25,Actif,1,Standard,0.05
C0515,Michael Macias,Crédit,-1284199.24,3311470.34,Non,970540.38,852485.92,33,2016-09-26,Risqué,78,Standard,0.18
C0516,Michael Shelton,Crédit,-1525821.82,1652700.85,Non,7047636.54,3250084.53,33,2025-02-26,Actif,34,Standard,0.2
C0517,Andrew Martin,Courant,1649797.35,1538771.02,Non,2473106.97,7456691.04,96,2019-12-07,Inactif,29,Standard,0.45
C0518,Hannah Holmes,Courant,1281596.71,1068925.09,Non,519887.52,1452696.18,3,2025-03-17,Actif,24,Standard,0.21
C0519,Jennifer May,Courant,1305156.23,1476086.58,Non,8674873.78,7157085.81,60,2021-01-08,Actif,33,Standard,0.35
C0520,Megan Harris,Épargne,9242561.86,16961308.31,Non,7215107.77,734779.38,18,2023-01-04,Inactif,78,Standard,0.28
C0521,Carla Simpson,Crédit,-2969548.07,2939166.17,Non,1248794.13,6819720.52,2,2016-03-02,Actif,81,Inactif,0.25
C0522,Jerry Brown,Crédit,-599929.28,9355352.97,Non,702979.58,4417824.06,97,2016-06-12,Risqué,71,Standard,0.47
C0523,Jessica Lewis,Épargne,9586786.98,15704110.49,Non,2114739.38,4572061.25,68,2020-05-24,Actif,7,Inactif,0.35
C0524,Shawn Dominguez,Épargne,1910564.45,9795812.74,Non,8687576.69,7055942.92,61,2018-11-13,Actif,23,Standard,0.29
C0525,Kim Barry,Crédit,-1669151.87,4265792.35,Non,6030857.12,6796422.09,32,2022-07-21,Actif,51,Standard,0.38
C0526,Shaun Valencia,Courant,126171.37,971846.23,Oui,889490.42,5495798.39,12,2019-07-10,Actif,56,Standard,0.62
C0527,Shannon Haynes,Crédit,-1645053.77,9810276.01,Non,3894362.96,2174706.55,52,2020-10-07,Actif,55,VIP,0.58
C0528,Jennifer Thomas,Crédit,-1669909.81,6807138.8,Non,6527168.86,6604910.7,67,2020-05-30,Inactif,6,Standard,0.25
C0529,Kenneth French,Courant,133466.25,1353845.32,Oui,9211669.95,7748932.09,72,2023-11-17,Actif,76,Standard,0.46
C0530,Adrienne King,Épargne,4369034.01,11831983.58,Non,5842340.79,2886325.4,94,2020-01-07,Actif,32,Inactif,0.06
C0531,Kimberly Kaiser,Crédit,-2731000.63,9710781.09,Non,8903872.12,4824251.41,27,2016-08-05,Actif,98,Inactif,0.32
C0532,Bridget Peck,Crédit,-2004340.87,8498724.94,Non,4296564.2,5207444.35,51,2023-10-14,Inactif,80,Inactif,0.48
C0533,Brent Anderson,Courant,1315013.74,1823661.79,Non,2074935.53,6993220.89,16,2017-05-26,Actif,7,Standard,0.3
C0534,Andrew Reilly,Crédit,-1610457.21,2792412.08,Non,4276702.1,3115142.39,88,2024-08-27,Inactif,78,Standard,0.24
C0535,Ann Watson,Courant,614708.19,1921347.69,Oui,7680146.53,2182883.24,89,2024-03-14,Actif,30,Inactif,0.14
C0536,Christina James,Épargne,5256165.83,13290558.35,Non,1191682.49,1052794.38,79,2020-04-23,Inactif,21,VIP,0.22
C0537,Matthew Lopez,Crédit,-2084518.48,8569865.54,Non,9968650.38,3471228.23,61,2016-11-02,Actif,55,VIP,0.2
C0538,William Espinoza,Épargne,4691994.17,8978427.84,Non,6876606.98,7592884.46,9,2023-01-27,Actif,17,Inactif,0.13
C0539,Michael Lamb,Courant,478326.89,1694677.65,Non,5493276.76,5217119.18,99,2021-08-30,Actif,53,Standard,0.15
C0540,Dominic Martinez,Épargne,8998456.38,19556578.23,Non,1168240.03,2184614.09,51,2018-05-06,Actif,38,VIP,0.23
C0541,Marisa Smith,Courant,476156.04,1836970.9,Non,4142736.39,1204538.91,80,2015-09-05,Risqué,70,VIP,0.03
C0542,Scott Melendez,Épargne,7000617.04,17817731.54,Non,6847596.85,466046.22,79,2021-05-19,Inactif,33,Standard,0.07
C0543,Barbara Leonard MD,Courant,30820.93,1688809.65,Oui,1909727.6,579945.65,80,2023-05-11,Inactif,18,VIP,0.2
C0544,William Decker,Épargne,6607551.01,9891590.85,Non,2243356.95,7406041.15,82,2015-10-12,Actif,28,VIP,0.26
C0545,Scott Sanders,Crédit,-2243393.81,9813369.62,Non,6978806.2,5392210.3,5,2024-11-06,Actif,91,Standard,0.09
C0546,Cathy Roberts,Épargne,4553457.45,5388441.05,Non,2887856.86,4454061.1,92,2024-07-01,Actif,25,Standard,0.16
C0547,Dr. Morgan Mcintyre,Crédit,-3368629.62,6041043.85,Non,3895302.52,3390984.33,54,2016-05-12,Actif,32,VIP,0.12
C0548,Nicole Green,Courant,264415.38,906025.41,Oui,3736389.8,4572925.18,88,2023-11-02,Actif,65,Standard,0.37
C0549,Julie Little,Crédit,-1771971.97,3714960.17,Non,3870989.79,6842476.13,93,2017-01-12,Actif,62,VIP,0.46
C0550,Gary Harris,Crédit,-2770750.21,6367542.4,Non,3691981.24,6466500.81,97,2015-07-17,Actif,69,Inactif,0.14
C0551,Heather Strong,Crédit,-2163198.46,5773817.98,Non,6644718.04,4741857.65,78,2018-11-05,Actif,50,Standard,0.13
C0552,Abigail Farmer,Épargne,6926629.32,19590331.15,Non,2894122.41,615330.13,11,2024-11-27,Actif,38,Standard,0.19
C0553,Cory Brown,Crédit,-1923554.87,6487201.55,Non,2595931.78,3286260.4,1,2015-10-13,Inactif,2,Standard,0.16
C0554,Heather Huff,Crédit,-1106385.5,7519477.2,Non,1936077.31,7143291.43,70,2023-09-09,Actif,81,Standard,0.24
C0555,Ashley Waller DDS,Épargne,2553491.89,9442651.48,Non,5744223.95,3562736.98,1,2017-08-18,Actif,60,Inactif,0.13
C0556,Sean Mccormick,Épargne,2544184.92,6954769.82,Non,3488989.02,6471233.83,68,2018-06-05,Actif,59,VIP,0.24
C0557,Trevor Pope,Épargne,11343244.5,8497813.32,Non,8650809.72,2509480.07,36,2021-06-11,Actif,53,Standard,0.41
C0558,Brian Williams,Crédit,-2078964.05,2960027.22,Non,6786526.26,6435536.38,31,2016-04-05,Actif,25,Standard,0.5
C0559,Jenny Logan,Crédit,-1313063.58,3724908.47,Non,4620492.8,6552809.78,72,2020-03-26,Actif,82,Standard,0.5
C0560,Thomas Ingram,Épargne,4061994.66,17356166.93,Non,8577438.83,3350102.06,82,2017-09-22,Inactif,6,Standard,0.38
C0561,Sara Shaw,Épargne,5234382.51,16798752.06,Non,222016.05,4419992.68,65,2023-08-01,Inactif,19,VIP,0.3
C0562,Justin Gamble,Courant,469991.92,1563198.9,Non,1819903.96,7113839.64,87,2019-02-02,Risqué,32,Standard,0.25
C0563,Michael Brown,Courant,593874.98,1621395.69,Oui,9997528.06,5813203.02,21,2016-05-01,Actif,86,VIP,0.3
C0564,Kenneth Hoffman,Épargne,4449770.04,19988109.48,Non,2904124.12,2279617.76,50,2022-02-26,Actif,36,Standard,0.16
C0565,Michael Mcintosh DDS,Courant,464602.59,1144746.89,Non,2908214.06,5907516.82,28,2021-03-08,Actif,9,VIP,0.27
C0566,Deborah Dennis,Crédit,-1582062.61,7563162.24,Non,8753733.38,7512818.45,47,2024-12-24,Actif,60,Standard,0.08
C0567,David Wilson,Crédit,-1630170.91,1888167.05,Non,5819063.18,5041517.42,95,2024-07-04,Actif,63,Standard,0.43
C0568,Kimberly Arnold,Crédit,-1185281.82,7965955.79,Non,568120.44,151932.11,19,2016-05-29,Inactif,1,VIP,0.26
C0569,Joseph Kelly,Épargne,6826206.77,7958639.99,Non,2174697.9,5424939.62,71,2024-04-26,Risqué,12,Standard,0.2
C0570,Mr. William Bishop DDS,Épargne,6734906.85,6591376.69,Non,6720944.32,2346273.35,19,2022-04-16,Risqué,56,Standard,0.16
C0571,William Booth,Courant,893091.57,1101878.87,Oui,8558029.94,3483752.32,16,2024-07-24,Actif,50,VIP,0.08
C0572,Adrian Barnes,Épargne,7409464.23,14508341.93,Non,765471.84,7276594.43,18,2025-04-29,Inactif,41,Standard,0.28
C0573,Martin Pugh,Courant,804769.95,624371.87,Oui,6219013.27,2754772.81,71,2016-07-30,Actif,65,VIP,0.25
C0574,Kerry Moon,Épargne,5349687.05,19049919.57,Non,1107471.19,6743769.05,34,2017-07-26,Actif,40,Inactif,0.19
C0575,Rebecca Mccann,Épargne,2686399.1,8445744.26,Non,2035737.58,350386.83,94,2016-04-30,Inactif,85,Standard,0.06
C0576,Patrick Frank,Épargne,8551962.33,19667805.4,Non,2045618.36,1762106.3,46,2025-03-05,Actif,51,Standard,0.23
C0577,Shane Garza,Épargne,10997719.09,5593362.6,Non,4060235.64,5210774.02,76,2024-10-02,Inactif,25,Standard,0.57
C0578,Anna Spence MD,Crédit,-1796538.86,5276537.79,Non,3206728.78,6142117.37,9,2022-10-27,Inactif,76,Inactif,0.25
C0579,Patricia Holland,Crédit,-1467827.54,3058036.76,Non,8830826.3,209967.69,65,2023-10-23,Actif,42,Standard,0.37
C0580,Corey Hernandez,Épargne,8296950.07,15159510.3,Non,7041164.29,7650041.47,50,2025-02-03,Actif,29,Inactif,0.06
C0581,Adrienne Graham,Crédit,-3407230.01,5237347.77,Non,2029351.31,4833408.54,45,2015-12-05,Actif,43,Standard,0.08
C0582,Terri Martinez,Courant,1542471.01,791193.16,Non,5389244.72,7481835.22,45,2015-12-20,Actif,56,Standard,0.38
C0583,Samantha King,Courant,527472.79,1892761.63,Oui,5818384.29,5352943.01,66,2020-09-17,Inactif,64,VIP,0.2
C0584,Christine Williams,Crédit,-2626538.36,4391295.65,Non,5358866.61,51915.99,75,2020-08-21,Actif,36,Standard,0.13
C0585,Molly Fisher,Épargne,3850355.49,6178043.64,Non,3596227.12,5993832.01,37,2018-12-28,Inactif,17,Inactif,0.36
C0586,Timothy Young,Épargne,12502701.49,19764829.68,Non,3865637.17,1260214.3,9,2021-05-05,Actif,74,Inactif,0.39
C0587,Nancy Barnett,Crédit,-1508043.1,6814422.5,Non,1548578.98,7464552.4,88,2023-12-15,Actif,95,VIP,0.35
C0588,Tyler Wong,Courant,756774.76,1894805.72,Non,4863779.12,3949070.32,49,2022-12-26,Inactif,1,Standard,0.21
C0589,Keith Willis,Crédit,-2273118.43,1308681.11,Non,5000782.53,1280999.32,98,2019-06-28,Actif,71,Standard,0.13
C0590,James Conley,Crédit,-1197191.97,6165776.58,Non,6392175.89,4475838.59,80,2020-08-16,Actif,63,Standard,0.52
C0591,Jennifer Newton,Épargne,8558436.42,9647706.75,Non,903653.13,772936.83,51,2024-09-25,Inactif,64,VIP,0.37
C0592,Danielle Schwartz,Épargne,5959369.98,8549496.97,Non,8903002.45,122866.12,52,2017-10-29,Risqué,73,VIP,0.49
C0593,David Rivas,Courant,507322.2,1532601.94,Oui,1626601.78,6312030.88,75,2017-07-07,Inactif,8,VIP,0.22
C0594,Nathan Douglas,Courant,340722.88,1676419.72,Oui,5860069.07,705344.51,32,2017-04-02,Actif,56,Standard,0.24
C0595,William Cox,Courant,739796.88,1607808.56,Oui,8675209.37,5028761.23,70,2022-01-03,Inactif,57,Inactif,0.14
C0596,Katherine Cain,Crédit,-2864824.44,7479635.85,Non,7550446.44,1791520.43,84,2022-12-15,Actif,51,Standard,0.22
C0597,Robin Howard,Épargne,1029203.4,15963920.54,Non,2912798.42,5909654.97,37,2018-11-19,Actif,91,Standard,0.17
C0598,Tanya Franco,Épargne,9192343.88,16343503.85,Non,2795486.56,7244446.95,42,2024-10-28,Inactif,18,Inactif,0.17
C0599,Brittany Smith,Crédit,-252817.06,3922348.01,Non,9815403.57,1121240.76,92,2015-07-31,Actif,24,Inactif,0.13
C0600,Stuart Johnson,Crédit,-388292.45,6039014.79,Non,4889730.1,4064215.79,60,2016-06-18,Inactif,2,Standard,0.37
C0601,Anthony Miller,Épargne,2146446.89,12775994.4,Non,1170461.83,7475199.98,29,2018-03-29,Actif,94,Standard,0.23
C0602,Kenneth Clements,Épargne,9271262.23,9008148.43,Non,5115678.18,1222258.64,99,2016-09-18,Actif,68,Standard,0.27
C0603,Christopher Moore,Crédit,-1895032.29,1083792.62,Non,4451817.72,416249.9,72,2016-10-28,Inactif,27,Standard,0.32
C0604,Barbara Baker,Crédit,-2851576.32,8374850.68,Non,9060542.27,1002091.73,23,2021-02-10,Actif,93,Standard,0.23
C0605,Bryan Williams,Épargne,4346943.02,18559295.98,Non,3240594.41,4441087.21,35,2022-08-29,Risqué,89,Standard,0.41
C0606,Shawn James,Épargne,3188485.11,5006023.16,Non,8068617.13,680034.37,46,2023-07-18,Actif,77,Standard,0.18
C0607,Tonya Rivera,Crédit,-2145243.95,8929036.76,Non,5298584.65,6607455.42,56,2019-08-20,Actif,71,Inactif,0.35
C0608,Elizabeth Arroyo,Épargne,3322527.33,18436893.09,Non,6549212.53,2824966.77,49,2024-07-15,Actif,55,Standard,0.26
C0609,James Wood,Épargne,7609614.85,12200277.65,Non,4053815.97,1254088.1,41,2020-10-08,Actif,79,Standard,0.19
C0610,Alexa Gardner,Épargne,5789044.05,18014624.22,Non,2364052.34,4881182.43,91,2016-10-31,Inactif,93,Inactif,0.27
C0611,Keith Stewart,Épargne,9480422.64,7825775.14,Non,609654.61,691632.21,84,2024-07-02,Actif,6,Inactif,0.43
C0612,Kristi Burgess,Courant,842626.92,1137242.8,Oui,1325441.85,1027228.95,21,2023-07-06,Actif,26,Standard,0.32
C0613,Katrina Finley,Courant,1254600.36,1180769.85,Oui,5429079.39,6804321.39,16,2024-04-15,Inactif,84,Standard,0.27
C0614,Lisa Wilson,Crédit,-3441942.4,6437565.44,Non,1253558.59,675646.52,66,2015-11-13,Actif,12,Standard,0.33
C0615,Renee Mendoza,Crédit,-3834202.04,3928764.53,Non,992652.2,7808173.36,32,2019-07-17,Actif,6,Standard,0.34
C0616,Amy Jenkins,Crédit,-3362132.4,1554471.87,Non,1666859.23,7165519.18,5,2020-10-02,Actif,72,VIP,0.22
